year,condition,length_ft,beam_ft,dryWeight_lb,numEngines,totalHP,price
2019,0,19.42,7.75,1675,1,150,35650
2019,0,19.42,7.75,1675,1,150,35665
2019,0,18.17,8.5,2060,1,175,35670
2019,0,18.17,8.5,2060,1,175,35670
2019,0,18.17,8.5,2060,1,175,35670
2019,0,18.17,8.5,2060,1,175,35670
2019,0,26.17,8.5,2960,1,115,35680
2019,0,24.17,8.5,1920,1,150,35680
2019,0,24.17,8.5,1920,1,150,35680
2019,0,24.17,8.5,1920,1,150,35680
2019,0,24.17,8.5,1920,1,150,35680
2019,0,24.17,8.5,1920,1,150,35680
2019,0,24.17,8.5,1920,1,150,35680
2019,0,24.17,8.5,1920,1,150,35680
2019,0,24.17,8.5,1920,1,150,35680
2019,0,24.17,8.5,2000,1,150,35680
2019,0,24.17,8.5,2000,1,150,35680
2019,0,19.83,7.83,2395,1,150,35690
2019,0,19,7.42,2300,1,115,35705
2019,0,24.17,8.5,2159,1,150,35715
2019,0,24.17,8.5,2159,1,150,35715
2019,0,24.17,8.5,2159,1,150,35715
2019,0,24.17,8.5,2159,1,150,35715
2019,0,24.17,8.5,2159,1,150,35715
2019,0,24.17,8.5,2159,1,150,35715
2018,1,19.2,8.33,2600,1,150,35731
2019,0,18.67,7.83,1700,1,150,35735
2019,0,18.67,7.83,1700,1,150,35735
2019,0,18.67,7.83,1700,1,150,35735
2019,0,18.67,7.83,1700,1,150,35735
2019,0,19.83,7.83,2395,1,150,35750
2017,0,22.17,8.5,2680,1,150,35750
2018,0,24.17,8.5,4896,1,115,35770
2018,0,18.83,7.75,2500,1,150,35845
2018,0,18.83,7.75,2500,1,150,35845
2018,0,19.83,7.83,2395,1,150,35865
2017,0,19.08,8.5,2060,1,200,35870
2019,0,19.83,7.83,2963,1,200,35870
2018,0,18.83,8,2460,1,200,35888
2016,1,19.08,8,1900,1,115,35895
2019,0,24.17,8.5,2159,1,150,35895
2013,1,21,6.67,2600,1,115,35900
2016,1,23,8,2400,1,200,35900
2005,1,26.08,8.5,5300,1,250,35900
2012,1,24,8.5,3870,1,260,35900
2013,1,24.25,8.5,4320,1,300,35900
2009,1,24,8.5,4400,1,300,35900
2005,1,24,8.5,4680,1,300,35900
2019,0,19,8.5,2001,1,150,35935
2019,0,19,8.5,2001,1,150,35935
2019,0,19,8.5,2001,1,150,35935
2019,0,19.83,7.83,2963,1,200,35935
2019,0,26.17,8.5,2200,1,115,35940
2019,0,22,8.42,1800,1,150,35945
2019,0,18.17,8.5,2060,1,175,35970
2020,0,18.17,8.5,2227,1,150,35975
2019,0,19.16,8.33,2600,1,150,35987
2018,0,20.08,8.33,2800,1,115,35990
2019,0,20.08,8.25,2800,1,140,35990
2018,0,21.33,8.25,1795,1,150,35995
2017,1,23.83,8.5,1950,1,150,35995
2010,1,20.83,7.92,1860,1,250,36000
2019,0,20.42,8.5,1850,1,90,36018
2019,0,18.17,8.5,2092,1,150,36020
2019,0,24.17,8.5,2885,1,150,36020
2019,0,24.17,8.5,3250,1,150,36020
2019,0,24.17,8.5,3250,1,150,36020
2019,0,24.17,8.5,1820,1,150,36035
2019,0,24.17,8.5,2159,1,115,36065
2019,0,18.67,7.83,1700,1,150,36095
2019,0,24.17,8.5,2885,1,150,36120
2019,0,24.17,8.5,2885,1,150,36120
2019,0,24.17,8.5,2899,1,150,36120
2019,0,24.17,8.5,2899,1,150,36120
2019,0,24.17,8.5,3250,1,150,36120
2019,0,24.17,8.5,3250,1,150,36120
2019,0,24.17,8.5,3250,1,150,36120
2019,0,19.42,7.75,1675,1,175,36120
2019,0,20.33,8,2450,1,200,36140
2019,0,26.17,8.5,2095,1,150,36155
2019,0,26.17,8.5,2095,1,150,36155
2019,0,26.17,8.5,2095,1,150,36155
2019,0,26.17,8.5,2095,1,150,36155
2019,0,26.17,8.5,2095,1,150,36155
2019,0,26.17,8.5,2095,1,150,36155
2019,0,26.17,8.5,2095,1,150,36155
2019,0,26.17,8.5,2095,1,150,36155
2019,0,26.17,8.5,2095,1,150,36155
2019,0,26.17,8.5,2095,1,150,36155
2019,0,18.17,8.5,2060,1,175,36195
2019,0,19,8.5,2001,1,150,36235
2020,0,19.83,7.83,2965,1,200,36240
2019,0,18.17,8.5,2060,1,175,36245
2019,0,18.17,8.5,2060,1,175,36245
2019,0,18.17,8.5,2060,1,175,36245
2018,0,19.33,7.75,1350,1,115,36260
2019,0,24.17,8.5,2680,1,115,36270
2019,0,24.17,8.5,2680,1,115,36270
2017,0,19.08,8.5,1850,1,200,36270
2019,0,18.67,7.83,1700,1,175,36275
2019,0,18.67,7.83,1700,1,175,36275
2019,0,24.17,8.5,1920,1,150,36280
2019,0,24.17,8.5,1920,1,150,36280
2019,0,24.17,8.5,1920,1,150,36280
2019,0,24.17,8.5,1920,1,150,36280
2019,0,24.17,8.5,1920,1,150,36280
2019,0,19,8.5,2001,1,150,36285
2017,0,21,8.33,2100,1,150,36297
2018,0,21,8.33,3488,1,250,36310
2019,0,24.17,8.5,2159,1,150,36315
2019,0,24.17,8.5,2159,1,150,36315
2019,0,24.17,8.5,2159,1,150,36315
2019,0,24.17,8.5,2159,1,150,36315
2018,0,21,8.33,2100,1,150,36345
2018,0,18.17,8.5,1850,1,200,36370
2019,0,19.42,7.75,1675,1,150,36390
2019,0,19,8.5,2001,1,150,36420
2019,0,19,8.5,2001,1,150,36420
2019,0,19,8.5,2001,1,150,36420
2019,0,18.83,7.75,1900,1,150,36435
2018,0,26.17,8.5,2285,1,150,36470
2019,0,23.58,8.5,2230,1,150,36497
2018,0,21.25,8.5,1850,1,115,36500
2019,0,24.17,8.5,1920,1,150,36500
2019,1,18,8,2600,1,115,36545
2019,0,24.17,8.5,1820,1,150,36565
2019,0,24.17,8.5,2680,1,150,36590
2019,0,24.17,8.5,2680,1,150,36590
2019,0,18.17,8.5,2060,1,175,36595
2019,0,18.17,8.5,2060,1,175,36595
2019,0,18.17,8.5,2060,1,175,36595
2019,0,18.17,8.5,2060,1,175,36595
2019,0,18.17,8.5,2060,1,175,36595
2018,0,26.17,8.5,3095,1,150,36620
2019,0,19.42,8.5,3135,1,150,36635
2019,0,26.17,8.5,2095,1,150,36655
2019,0,26.17,8.5,2200,1,150,36655
2019,0,26.17,8.5,2200,1,150,36655
2019,0,26.17,8.5,2200,1,150,36655
2019,0,26.17,8.5,2200,1,150,36655
2019,0,26.17,8.5,2200,1,150,36655
2019,0,26.17,8.5,2200,1,150,36655
2019,0,26.17,8.5,2200,1,150,36655
2019,0,26.17,8.5,2200,1,150,36655
2019,0,26.17,8.5,2200,1,150,36655
2019,0,19.42,8.5,3135,1,150,36735
2019,0,19.42,8.5,3135,1,150,36735
2019,0,19.42,8.5,3135,1,150,36735
2019,0,18.17,8.5,2092,1,175,36745
2019,0,22,8.5,2458,1,90,36754
2019,0,21,8.33,2735,1,150,36770
2019,0,18.67,7.83,1700,1,150,36800
2019,0,19,8.5,2001,1,150,36840
2018,0,21,8.33,3488,1,250,36860
2019,0,24.17,8.5,2885,1,115,36870
2019,0,24.17,8.5,2885,1,115,36870
2019,0,24.17,8.5,2899,1,115,36870
2019,0,24.17,8.5,3250,1,115,36870
2019,0,18.17,8.5,2092,1,175,36870
2019,0,18.17,8.5,2092,1,175,36870
2019,0,18.17,8.5,2092,1,175,36870
2019,0,18.17,8.5,2092,1,175,36870
2019,0,18.17,8.5,2092,1,175,36870
2018,0,18.17,8.5,1850,1,200,36870
2019,0,22,7.75,1528,1,175,36900
2007,1,20.5,8.42,2400,1,175,36900
2013,1,22.75,8.5,3500,1,220,36900
2014,1,19.33,8.33,3500,1,225,36900
2008,1,22.33,8.5,4000,1,320,36900
2003,1,28,9,6200,2,450,36900
1980,1,36,13,16000,2,470,36900
2019,0,19.42,8.5,3135,1,150,36904
2017,0,22.17,8.5,2680,1,150,36920
2018,1,20.25,8,1900,1,150,36945
2019,0,21,8.5,3100,1,150,36945
2018,1,20,8,1900,1,200,36945
2017,0,20,8,2540,1,90,36995
2016,0,20,6.67,1650,1,115,36995
2019,0,20.08,8.33,2600,1,115,36995
2018,1,20.25,7.92,1261,1,150,36995
2018,1,18.42,8,1425,1,150,36995
2013,1,19,7.75,1625,1,225,36995
2012,1,21,7.83,1840,1,250,36995
2009,1,22,8.33,4000,1,330,36995
2019,0,18.17,8,2200,1,115,36999
2000,1,32,11.75,12200,2,620,37000
2019,0,24.17,8.5,2680,1,115,37030
2019,0,21.42,8.5,2136,1,115,37040
2019,0,18.17,8.5,2060,1,175,37045
2018,0,19.83,7.83,2963,1,250,37050
2018,0,21,8.33,3488,1,250,37110
2019,0,26.17,8.5,2095,1,150,37150
2019,0,24.17,8.5,2885,1,150,37155
2019,0,24.17,8.5,2885,1,150,37155
2019,0,19,8.5,2001,1,150,37185
2019,0,24.17,8.5,3250,1,150,37190
2019,0,24.17,8.5,3250,1,150,37190
2019,0,19.42,8.5,3135,1,115,37195
2019,0,24.17,8.5,2680,1,115,37240
2019,0,26.17,8.5,2095,1,150,37250
2019,0,26.17,8.5,2095,1,150,37250
2019,0,26.17,8.5,2095,1,150,37250
2019,0,26.17,8.5,2095,1,150,37250
2019,0,26.17,8.5,2095,1,150,37250
2019,0,26.17,8.5,2095,1,150,37250
2019,0,26.17,8.5,2095,1,150,37250
2019,0,26.17,8.5,2095,1,150,37250
2019,0,26.17,8.5,2095,1,150,37250
2019,0,19,8.5,2001,1,150,37270
2019,0,18.83,7.75,1900,1,150,37305
2019,0,18.67,8,1575,1,150,37334
2019,0,24.17,8.5,2680,1,115,37340
2020,0,19.42,7.75,1675,1,150,37345
2019,0,18.83,7.75,1900,1,150,37370
2019,0,18.83,7.75,1900,1,150,37370
2019,0,18.83,7.75,1900,1,150,37370
2019,0,18.83,7.75,1900,1,150,37370
2019,0,18.83,7.75,1900,1,150,37370
2019,0,18.83,7.75,1900,1,150,37370
2019,0,18.83,7.75,1900,1,150,37370
2018,0,22,8.5,2196,1,115,37395
2018,0,18.67,7.83,1700,1,175,37400
2018,0,24.17,8.5,3250,1,150,37415
2019,0,19.42,8.5,3135,1,150,37435
2019,0,18.17,8.5,2092,1,175,37445
2019,0,18.17,8.5,2092,1,175,37445
2019,0,18.17,8.5,2092,1,175,37445
2019,0,18.17,8.5,2092,1,175,37445
2019,0,18.17,8.5,2092,1,175,37445
2019,0,18.17,8.5,2092,1,175,37445
2019,0,18.17,8.5,2092,1,175,37445
2019,0,18.17,8.5,2092,1,175,37445
2019,0,18.17,8.5,2092,1,175,37445
2019,0,18.17,8.5,2092,1,175,37445
2019,0,18.17,8.5,2092,1,175,37445
2019,0,18.17,8.5,2092,1,175,37445
2019,0,21.08,8.5,3235,1,150,37460
2019,0,18.67,7.83,1700,1,175,37465
2019,0,18.67,7.83,1700,1,175,37465
2019,0,26.17,8.5,2095,1,150,37470
2019,0,18,8,2600,1,115,37472
2019,1,18,8,2600,1,115,37472
2018,0,19.92,8.5,3050,1,200,37485
2019,0,21.08,8.5,2600,1,150,37490
2019,0,19.5,8.08,3497,1,200,37500
2014,1,20,7.92,1926,1,250,37500
2013,1,22,8.33,4776,1,260,37500
2011,1,23,8.5,4400,1,300,37500
2018,0,26.17,8.5,3095,1,115,37515
2019,0,26.17,8.5,2095,1,150,37545
2018,0,20.5,8,2700,1,115,37567
2016,0,20.17,8.5,2195,1,200,37595
2019,0,19,8.17,2434,1,260,37599
2019,0,24.17,8.5,2885,1,115,37630
2019,0,24.17,8.5,3250,1,115,37630
2019,0,24.17,8.5,2159,1,150,37665
2018,0,24.17,8.5,2885,1,150,37665
2019,0,18.17,8.5,2092,1,175,37670
2019,0,20,8.5,2870,1,115,37680
2018,0,18.75,8.5,2100,1,200,37700
2018,0,17.66,7.83,1550,1,150,37710
2018,0,21,8.33,3488,1,250,37710
2018,0,26.17,8.5,3095,1,150,37730
2019,0,19.42,8.5,3135,1,150,37735
2019,0,19.42,8.5,3135,1,150,37735
2019,0,19.42,8.5,3135,1,150,37735
2019,0,19.42,8.5,3135,1,150,37735
2019,0,19.42,8.5,3135,1,150,37735
2019,0,24.17,8.5,2680,1,115,37740
2019,0,26.17,8.5,2200,1,150,37740
2019,0,26.17,8.5,2200,1,150,37740
2019,0,26.17,8.5,2200,1,150,37740
2019,0,26.17,8.5,2200,1,150,37740
2019,0,26.17,8.5,2200,1,150,37740
2019,0,26.17,8.5,2200,1,150,37740
2019,0,26.17,8.5,2200,1,150,37740
2019,0,26.17,8.5,2200,1,150,37740
2019,0,26.17,8.5,2200,1,150,37740
2019,0,26.17,8.5,2095,1,150,37750
2019,0,24.17,8.5,3250,1,150,37790
2019,0,19.33,7.5,2660,1,200,37805
2019,0,24.17,8.5,3250,1,115,37840
2019,0,26.17,8.5,2095,1,150,37850
2019,0,26.17,8.5,2095,1,150,37850
2019,0,19,8.5,2001,1,150,37855
2019,0,18.83,7.75,1900,1,150,37870
2019,0,19.33,7.83,1850,1,200,37890
2019,0,18.67,7.83,1550,1,150,37895
2019,0,24.33,8,3100,1,140,37900
2016,1,19,8,2460,1,250,37900
2002,1,26,8.5,6200,1,260,37900
2011,1,23,8.5,3298,2,400,37900
2019,0,24.17,8.5,2885,1,115,37905
2019,0,24.17,8.5,2885,1,115,37905
2019,0,19,8.5,2001,1,150,37920
2019,0,19,8.5,2001,1,150,37920
2019,0,24.17,8.5,3250,1,115,37940
2019,0,24.17,8.5,3250,1,115,37940
2019,0,24.17,8.5,3250,1,115,37940
2018,0,24.17,8.5,3250,1,115,37970
2019,0,20.67,8.17,2974,1,200,37985
2019,0,20.67,8.17,2974,1,200,37985
1993,1,29,11.5,10000,2,440,37995
2011,1,24,8.5,5593,1,260,37999
1975,1,40,10.75,17580,1,30,38000
2019,0,20,7.5,1326,1,115,38000
2019,0,19.42,8.5,3135,1,150,38035
2019,0,21.08,8.5,3235,1,150,38085
2019,0,20,8,2000,1,150,38115
2019,0,24.17,8.5,3250,1,115,38130
2019,0,22.5,8.42,2460,1,150,38141
2019,0,22.5,8.42,2460,1,150,38141
2019,0,22.5,8.42,2400,1,150,38145
2018,0,18.83,7.75,2500,1,150,38220
2019,0,19.42,7.75,1675,1,175,38220
2019,0,26.17,8.5,2200,1,150,38240
2019,0,21.08,8.5,2600,1,150,38240
2019,0,18.17,8.5,2092,1,175,38245
2019,0,18.83,7.75,1900,1,150,38320
2019,0,26.17,8.5,2200,1,150,38340
2019,0,21.08,8.5,2600,1,150,38340
2019,0,21.08,8.5,2600,1,150,38340
2019,0,21.08,8.5,2600,1,150,38340
2019,0,21.08,8.5,2600,1,150,38340
2019,0,21.08,8.5,2600,1,150,38340
2019,0,21.08,8.5,2600,1,150,38340
2019,0,18.83,7.75,1900,1,150,38370
2019,0,18.83,7.75,1900,1,150,38370
2018,0,18.67,7.83,1550,1,150,38380
2018,0,24.17,8.5,2885,1,150,38380
2019,0,19,8.5,2001,1,175,38420
2019,0,19.33,7.75,1900,1,115,38455
2018,0,18.75,8.5,1558,1,150,38495
2014,1,24,8.5,2175,1,90,38500
2005,1,23,8.33,3700,1,300,38500
2019,0,26.17,8.5,2095,1,150,38600
2019,0,26.17,8.5,2095,1,150,38600
2019,0,18.17,8.5,2092,1,175,38645
2006,1,22,8,4070,1,330,38681
2019,0,26.17,8.5,2960,1,150,38715
2018,0,19.33,7.83,1850,1,200,38715
2019,0,19,8.5,2001,1,175,38720
2017,0,19.08,8.5,2060,1,200,38730
2019,0,18.17,8.5,2060,1,200,38750
2019,0,19,8.5,2001,1,150,38755
2019,0,22,8.5,2562,1,115,38795
2019,0,22,8.5,2055,1,115,38800
2019,0,19,8.5,2001,1,150,38835
2019,0,18.17,8.5,2060,1,200,38850
2004,1,23,8.5,3150,1,150,38900
2006,1,23,8.5,2600,1,225,38900
2012,1,20.83,7.92,1860,1,250,38900
2019,0,23.33,8.5,2562,1,115,38923
2019,0,21.08,8.5,3235,1,150,38935
2019,0,21.08,8.5,3235,1,150,38935
2019,0,21.08,8.5,3235,1,200,38980
2019,0,23,8.5,1795,1,150,38995
2017,1,20.75,7.92,1765,1,200,38995
2009,1,24,1,2450,1,250,38995
2019,0,20.25,8.08,1360,1,150,39000
2019,0,21.91,7.75,1645,1,200,39000
2004,1,24.5,8.5,3900,2,300,39000
2019,0,18.67,7.83,1700,1,175,39010
2019,0,24.17,8.5,2680,1,150,39070
2019,0,24.17,8.5,2680,1,150,39070
2019,0,24.17,8.5,2680,1,150,39070
2019,0,24.17,8.5,2680,1,150,39070
2019,0,24.17,8.5,2680,1,150,39070
2019,0,19.42,8.5,3135,1,150,39195
2019,0,19.42,8.5,3135,1,150,39195
2019,0,19.42,8.5,3135,1,150,39195
2019,0,19.42,8.5,3135,1,150,39195
2019,0,19.42,8.5,3135,1,150,39195
2019,0,19.42,8.5,3135,1,150,39195
2019,0,19,8.5,2870,1,115,39200
2019,0,26.17,8.5,2095,1,150,39200
2020,0,19.42,8.5,2500,1,150,39215
2019,0,19,8.5,2001,1,150,39220
2019,0,19,7.5,2600,1,200,39230
2019,0,19,8.5,2001,1,175,39235
2019,0,19,8.5,2001,1,175,39235
2019,0,19.33,7.5,2540,1,200,39245
2019,0,24.17,8.5,2680,1,150,39290
2008,1,26,8.5,6750,1,260,39294
2019,0,19.42,8.5,3135,1,150,39295
2019,0,26.17,8.5,2960,1,115,39300
2019,0,26.17,8.5,2960,1,115,39300
2019,0,18.83,7.75,1900,1,150,39305
2019,0,21.08,8.5,2600,1,150,39340
2019,0,21.08,8.5,2600,1,150,39340
2019,0,19.42,8.5,3135,1,150,39395
2019,0,19.42,8.5,3135,1,150,39395
2019,0,26.17,8.5,3195,1,150,39405
2019,0,26.17,8.5,3195,1,150,39405
2019,0,18.67,7.83,1700,1,175,39420
2018,0,19,8.5,2001,1,200,39435
2018,0,23,8.42,2600,1,150,39499
2019,0,20.92,7.92,1645,1,200,39500
2019,0,20.92,7.92,1645,1,200,39500
2000,1,24,8.5,3800,1,250,39500
2006,1,28,10.33,10000,2,450,39500
2019,0,18.17,8.5,2092,1,200,39510
2019,0,24.17,8.5,3250,1,150,39570
2019,0,19,8.5,2001,1,175,39585
2019,0,19,8.5,2001,1,175,39585
2019,0,19,8.17,2500,1,260,39599
2019,0,22.75,8.5,2100,1,135,39600
2019,0,18.17,8.5,2092,1,175,39620
2019,0,18.17,8.5,2092,1,200,39650
2019,0,24.17,8.5,2885,1,150,39670
2019,0,24.17,8.5,2885,1,150,39670
2019,0,24.17,8.5,2885,1,150,39670
2019,0,24.17,8.5,2885,1,150,39670
2019,0,24.17,8.5,2885,1,150,39670
2019,0,24.17,8.5,2885,1,150,39670
2019,0,24.17,8.5,2885,1,150,39670
2019,0,24.17,8.5,2885,1,150,39670
2019,0,24.17,8.5,2885,1,150,39670
2019,0,24.17,8.5,2899,1,150,39670
2019,0,24.17,8.5,3250,1,150,39670
2019,0,24.17,8.5,3250,1,150,39670
2019,0,24.17,8.5,3250,1,150,39670
2019,0,24.17,8.5,3250,1,150,39670
2019,0,24.17,8.5,3250,1,150,39670
2019,0,24.17,8.5,3250,1,150,39670
2019,0,24.17,8.5,3250,1,150,39670
2019,0,19,8.5,2001,1,175,39670
2019,0,24.17,8.5,2885,1,200,39670
2019,0,20,8.33,1567,1,200,39693
2019,0,19,8.5,2001,1,175,39720
2019,0,26.17,8.5,2960,1,115,39800
2017,0,21.08,8.5,2600,1,150,39835
2019,0,21.7,8.5,2100,1,150,39851
2019,0,18.17,8.5,2060,1,200,39860
1977,1,36.42,11.42,17700,1,43,39900
2019,0,26.17,8.5,3195,1,115,39900
2018,0,18.75,7.83,1650,1,150,39900
2014,1,21,8.5,2250,1,150,39900
2014,1,21.75,8.5,2250,1,150,39900
2018,0,21,8.5,2485,1,150,39900
2018,0,22,8.5,2760,1,150,39900
2016,1,22,8.5,2984,1,150,39900
1965,1,20,7.92,2750,1,220,39900
2008,1,23,8.5,3920,1,250,39900
2008,1,24,8.5,5593,1,300,39900
2007,1,24.25,8,4070,1,330,39900
2004,1,28,9.42,8500,2,440,39900
1993,1,31,8.33,6400,2,450,39900
2000,1,31,10.5,7200,2,500,39900
2005,1,32,11.33,12360,2,520,39900
1995,1,32,11.92,15100,2,520,39900
2004,1,27,9.5,8200,2,540,39900
1993,1,29,11.5,10000,2,600,39900
1987,1,35,13.08,19000,2,600,39900
1998,1,29,11.33,10700,2,640,39900
1990,1,35,12.33,13000,2,660,39900
1987,1,37,14,20000,2,700,39900
2019,0,19,8.5,2001,1,175,39905
2017,1,21,8.5,3235,1,150,39950
2019,0,21.08,8.5,3235,1,150,39960
2019,0,22,8.5,2400,1,150,39971
2019,0,19,8.08,1790,1,150,39985
2018,0,19.33,7.75,1350,1,115,39995
2012,1,21,8.5,3493,1,250,39995
2009,1,24,8.5,5593,1,260,39995
2006,1,27,8.5,4944,1,425,39995
1999,1,31,11,11730,2,660,39997
2018,0,18.75,7.92,1579,1,150,39999
2018,0,19.25,8.42,2600,1,150,39999
2005,1,21,8.25,2150,1,225,39999
2000,1,28,9.5,8000,1,280,39999
2006,1,29,9.67,8300,2,600,39999
1986,1,33,13.17,17000,2,700,39999
2019,0,20.92,7.92,1645,1,200,40000
2016,1,20.17,8,2000,1,225,40000
1991,1,49,18,18000,1,350,40000
2002,1,30.5,8.5,6800,2,640,40000
2019,0,21.08,8.5,3235,1,150,40005
2019,0,19.33,7.83,1850,1,200,40025
2019,0,24.17,8.5,2680,1,150,40040
2019,0,24.17,8.5,2680,1,150,40040
2019,0,24.17,8.5,2680,1,150,40040
2019,0,24.17,8.5,2680,1,150,40040
2019,0,24.17,8.5,2680,1,150,40040
2019,0,18.17,8.5,2092,1,200,40050
2018,0,21,8.33,3488,1,250,40060
2019,0,18.17,8.5,2092,1,200,40085
2019,0,18.17,8.5,2092,1,200,40085
2019,0,18.17,8.5,2092,1,200,40085
2018,0,21,8.33,3488,1,250,40110
2018,0,21,8.33,3488,1,250,40130
2019,0,24.17,8.5,2680,1,150,40140
2019,0,24.17,8.5,2680,1,150,40140
2019,0,24.17,8.5,2680,1,150,40140
2019,0,24.17,8.5,2680,1,150,40140
2019,0,24.17,8.5,2680,1,150,40140
2019,0,24.17,8.5,2680,1,150,40140
2019,0,24.17,8.5,2680,1,150,40140
2019,0,24.17,8.5,2680,1,150,40140
2019,0,19.42,8.5,3135,1,150,40195
2019,0,19.42,8.5,3135,1,150,40195
2018,0,26.17,8.5,3095,1,150,40215
2019,0,19,8.5,2001,1,150,40355
2019,0,22.42,8.5,1950,1,115,40380
2019,0,21,8.33,3488,1,250,40390
2019,0,19.42,7.75,1675,1,175,40435
2020,0,21.08,8.5,2600,1,150,40465
2019,0,21,8.5,3235,1,150,40475
2019,0,19.33,7.83,1850,1,200,40495
2019,0,19,8.5,2001,1,175,40535
2019,0,19,8.5,2001,1,175,40535
2019,0,19,8.5,2001,1,175,40535
2019,0,19,8.5,2001,1,175,40535
2019,0,18.92,8.5,2300,1,150,40540
2019,0,19.33,7.83,1850,1,200,40545
2019,0,24.17,8.5,2885,1,150,40605
2019,0,24.17,8.5,2885,1,150,40605
2019,0,24.17,8.5,2885,1,150,40605
2019,0,24.17,8.5,3250,1,150,40640
2019,0,24.17,8.5,3250,1,150,40640
2019,0,21,8.33,2735,1,150,40645
2018,0,19.83,7.83,2963,1,250,40685
2018,0,20,8,1537,1,200,40699
2014,1,21,8.5,4027,1,260,40700
2019,0,24.17,8.5,2885,1,150,40705
2019,0,24.17,8.5,2885,1,150,40705
2019,0,24.17,8.5,2885,1,150,40705
2019,0,24.17,8.5,2885,1,150,40705
2019,0,24.17,8.5,2885,1,150,40705
2019,0,24.17,8.5,2885,1,150,40705
2019,0,24.17,8.5,2885,1,150,40705
2019,0,24.17,8.5,2885,1,150,40705
2019,0,24.17,8.5,2885,1,150,40705
2019,0,24.17,8.5,2885,1,150,40705
2019,0,24.17,8.5,2885,1,150,40705
2019,0,24.17,8.5,2885,1,150,40705
2019,0,24.17,8.5,2885,1,150,40705
2019,0,24.17,8.5,2885,1,150,40705
2019,0,24.17,8.5,2885,1,150,40705
2019,0,24.17,8.5,2885,1,150,40705
2019,0,24.17,8.5,2885,1,150,40705
2019,0,24.17,8.5,2885,1,150,40705
2019,0,24.17,8.5,2885,1,150,40705
2019,0,24.17,8.5,2885,1,150,40705
2019,0,24.17,8.5,2885,1,150,40705
2019,0,24.17,8.5,2885,1,150,40705
2019,0,24.17,8.5,2885,1,150,40705
2019,0,24.17,8.5,2899,1,150,40705
2019,0,24.17,8.5,2899,1,150,40705
2019,0,24.17,8.5,2899,1,150,40705
2019,0,24.17,8.5,2899,1,150,40705
2018,0,19.83,7.83,2963,1,250,40720
2019,0,24.17,8.5,3250,1,150,40740
2019,0,24.17,8.5,3250,1,150,40740
2019,0,24.17,8.5,3250,1,150,40740
2019,0,24.17,8.5,3250,1,150,40740
2019,0,24.17,8.5,3250,1,150,40740
2019,0,24.17,8.5,3250,1,150,40740
2019,0,24.17,8.5,3250,1,150,40740
2019,0,24.17,8.5,3250,1,150,40740
2019,0,24.17,8.5,3250,1,150,40740
2019,0,24.17,8.5,3250,1,150,40740
2019,0,24.17,8.5,3250,1,150,40740
2019,0,26.17,8.5,2960,1,150,40765
2019,0,21,8.33,3488,1,250,40810
2019,0,24.17,8.5,2885,1,200,40830
2019,0,24.17,8.5,2885,1,200,40830
2019,0,19,8.5,2001,1,175,40835
2019,0,19,8.5,2001,1,175,40855
2019,0,18.33,8.17,2255,1,115,40860
2019,0,21.08,8.5,3235,1,150,40870
2019,0,18.17,8.5,2092,1,200,40885
2019,0,20,8,1537,1,200,40887
2018,0,21.08,8.5,2600,1,150,40930
2018,0,26.17,8.5,3095,1,150,40930
2019,0,26.17,8.5,3195,1,115,40985
2019,0,26.17,8.5,3195,1,115,40985
2019,0,18.83,7.92,1650,1,150,40986
2019,0,21.75,8,3816,1,200,40995
1999,1,31.6,11.17,12000,2,520,40995
2004,1,34,11.33,12360,2,600,41000
2019,0,19.33,7.83,1850,1,200,41045
2019,0,19.33,7.83,1850,1,200,41045
2019,0,19.33,7.83,1850,1,200,41045
2019,0,19,8.5,2001,1,200,41060
2019,0,19,8.5,2001,1,200,41060
2019,0,20.16,8.5,2105,1,150,41108
2019,0,18.33,8.17,2255,1,115,41130
2018,0,26.17,8.5,3095,1,150,41130
2019,0,19.33,7.83,1850,1,200,41185
2019,0,21,8.33,3488,1,250,41210
2019,0,21,8.33,3488,1,250,41210
2019,0,19,8.5,2001,1,175,41220
2019,0,26.17,8.5,2960,1,150,41240
2019,0,26.17,8.5,2960,1,150,41240
2019,0,21,8.33,2735,1,150,41260
2019,0,21,8.33,3488,1,250,41260
2019,0,21,8.33,3488,1,250,41260
2019,0,21,8.33,3488,1,250,41260
2019,0,21,8.33,3488,1,250,41260
2019,0,21,8.33,3488,1,250,41260
2019,0,21,8.33,3488,1,250,41260
2019,0,21,8.33,3488,1,250,41260
2019,0,21,8.33,3488,1,250,41260
2019,0,21,8.33,3488,1,250,41260
2019,0,21,8.33,3488,1,250,41260
2019,0,21,8.33,3488,1,250,41260
2019,0,21,8.33,3488,1,250,41260
2019,0,21,8.33,3488,1,250,41260
2019,0,21,8.33,3488,1,250,41260
2019,0,21,8.33,3488,1,250,41260
2019,0,21,8.33,3488,1,250,41260
2019,0,21,8.33,3488,1,250,41260
2019,0,21,8.33,3488,1,250,41260
2019,0,21,8.33,3488,1,250,41260
2019,0,21,8.33,3488,1,250,41260
2019,0,21,8.33,3488,1,250,41260
2019,0,21,8.33,3488,1,250,41260
2019,0,21,8.33,3488,1,250,41260
2019,0,21,8.33,2735,1,150,41295
2019,0,21.91,8.42,3100,1,150,41324
2019,0,19.33,7.83,1850,1,200,41335
2019,0,19.33,7.83,1850,1,200,41335
