year,condition,length_ft,beam_ft,dryWeight_lb,numEngines,totalHP,price
2019,0,16.67,6.42,878,1,50,17555
2019,0,16.67,6.42,878,1,50,17555
2019,0,15.17,6.5,1140,1,60,17630
2019,0,15.17,6.5,1140,1,60,17630
2019,0,15.17,6.5,1140,1,60,17630
2019,0,15.17,6.5,1140,1,60,17630
2019,0,15.17,6.5,1140,1,60,17645
2019,0,15.17,6.5,1140,1,60,17645
2019,0,15.17,6.5,1140,1,60,17645
2019,0,15.17,6.5,1140,1,60,17670
2019,0,16,6.33,875,1,50,17740
2019,0,16,6.33,875,1,50,17740
2019,0,16,6.33,875,1,50,17740
2019,0,16,6.33,875,1,50,17740
2019,0,16,75.42,835,1,50,17742
2017,0,17.58,7.42,1009,1,60,17745
2019,0,15.17,6.5,1140,1,60,17770
2019,0,15.17,6.5,1140,1,60,17770
2019,0,15.17,6.5,1140,1,60,17770
2019,0,15.17,6.5,1140,1,60,17770
2019,0,15.17,6.5,1140,1,40,17850
2019,0,19.17,7,1020,1,40,17865
2019,0,16,7.08,1175,1,40,17865
2019,0,17.08,6.5,882,1,75,17865
1984,1,32,11.92,11000,1,20,17900
1978,1,32,11.67,10500,1,30,17900
2016,1,16.4,6.67,778,1,50,17900
2018,0,16.4,6.67,868,1,50,17900
2017,1,18.83,8,1425,1,50,17900
2003,1,19.58,8.08,1900,1,150,17900
2005,1,18.5,7.5,2650,1,220,17900
1999,1,23.5,8.5,4215,1,220,17900
2002,0,26.58,9.42,6350,1,220,17900
1995,1,25,8.5,3650,1,260,17900
2007,1,23.5,8.5,4370,1,260,17900
1990,1,30,11,11150,2,500,17900
2019,0,16,6.33,875,1,50,17935
2018,0,17.58,7.42,1010,1,60,17945
2015,1,15.75,7.08,1600,1,150,17950
1998,1,25.67,8.5,5250,1,280,17950
2016,1,17.6,7.67,1130,1,60,17995
2011,1,18,7.75,1540,1,115,17995
2011,1,19,8.5,2600,1,115,17995
1980,1,30,10.83,10200,1,20,17999
2018,0,17.58,7.42,1010,1,60,18045
2017,1,18,7.08,970,1,90,18105
2019,0,16.5,7.33,1169,1,60,18145
2019,0,15.17,6.5,1140,1,60,18230
2019,0,16,7.08,1175,1,25,18240
2019,0,16,7.08,1175,1,25,18240
2019,0,16,7.08,1175,1,25,18240
2019,0,16,7.08,1175,1,25,18240
2020,0,16,6.33,875,1,50,18245
2020,0,15.17,6.5,1140,1,60,18250
2018,0,16.5,7.33,1169,1,60,18365
2019,0,20,8.17,1420,1,40,18370
2019,0,16.17,7.42,1570,1,60,18499
2017,1,16,7.08,1600,1,155,18499
2011,1,18.42,7.67,2450,1,190,18500
2006,1,21,8.5,3500,1,220,18500
1999,1,27,8.5,7500,1,310,18500
2019,0,17.58,7.42,1050,1,60,18545
2018,0,16,7.33,1194,1,60,18595
2019,0,16.5,7.33,1169,1,60,18645
2019,0,16.5,7.33,1169,1,60,18645
2019,0,16.5,7.33,1169,1,60,18645
2019,0,16.5,7.33,1169,1,60,18645
2019,0,16.5,7.33,1169,1,60,18645
2019,0,16.5,7.33,1169,1,60,18645
2019,0,16.5,7.33,1169,1,60,18645
2019,0,16.5,7.33,1169,1,60,18645
2019,0,16.5,7.33,1169,1,60,18645
2019,0,16.5,7.33,1169,1,60,18645
2019,0,16.5,7.33,1169,1,60,18645
2019,0,16.5,7.33,1169,1,60,18645
2019,0,16.5,7.33,1169,1,60,18645
2019,0,16.5,7.33,1169,1,60,18645
2019,0,16.5,7.33,1169,1,60,18645
2019,0,16.5,7.33,1169,1,60,18645
2019,0,16.5,7.33,1169,1,60,18645
2019,0,16.5,7.33,1169,1,60,18645
2019,0,16.5,7.33,1169,1,60,18645
2019,0,16.5,7.33,1169,1,60,18645
2019,0,16.5,7.33,1169,1,60,18645
2020,0,15.17,6.5,1140,1,60,18650
2020,0,15.17,6.5,1140,1,60,18750
2019,0,17.17,6.92,1210,1,60,18845
2013,1,18.67,7.83,1650,1,150,18850
2019,0,19.17,7,1020,1,60,18865
2019,0,19.17,7,1020,1,60,18865
2019,0,19.17,7,1020,1,60,18865
2019,0,19.17,7,1020,1,60,18865
1984,1,31,11,9300,1,15,18900
2018,0,16.33,6.75,935,1,60,18900
2018,0,18,6.83,750,1,90,18900
2015,1,16.92,8.08,1385,1,90,18900
2019,0,17.58,7.42,970,1,60,18945
2019,0,17.58,7.42,970,1,60,18945
2019,0,11.2,5.83,465,1,30,18999
2019,0,17.58,7.42,970,1,60,19045
2019,0,17.58,7.42,970,1,60,19045
2019,0,17.58,7.42,970,1,60,19045
2019,0,17.58,7.42,970,1,60,19045
2019,0,17.58,7.42,970,1,60,19045
2019,0,17.58,7.42,970,1,60,19045
2019,0,17.58,7.42,1050,1,60,19045
2019,0,17.58,7.42,1050,1,60,19045
2019,0,17.58,7.42,1050,1,60,19045
2019,0,17.58,7.42,1050,1,60,19045
2019,0,17.58,7.42,1050,1,60,19045
2019,0,17.58,7.42,1050,1,60,19045
2019,0,17.58,7.42,1050,1,60,19045
2019,0,17.58,7.42,1050,1,60,19045
2019,0,17.58,7.42,1050,1,60,19045
2019,0,17.58,7.42,1050,1,60,19045
2019,0,17.17,6.92,1210,1,60,19070
2019,0,17.17,6.92,1210,1,60,19070
2019,0,17.58,7.42,970,1,60,19145
2019,0,17.58,7.42,970,1,60,19145
2019,0,17.58,7.42,970,1,60,19145
2019,0,16,7.08,1175,1,40,19195
2019,0,20,8.17,1420,1,40,19220
2019,0,16,7.08,1175,1,40,19245
2019,0,16,7.08,1175,1,40,19245
2019,0,16,7.08,1175,1,40,19245
2019,0,16,7.08,1175,1,40,19245
2019,0,16,7.08,1175,1,40,19245
2019,0,16,7.08,1175,1,40,19245
2019,0,16,7.08,1175,1,40,19245
2019,0,17.58,7.42,970,1,60,19245
2019,0,17.58,7.42,970,1,60,19245
2019,0,17.58,7.42,970,1,60,19245
2019,0,17.58,7.42,970,1,60,19245
2019,0,17.58,7.42,970,1,60,19245
2019,0,17.58,7.42,970,1,60,19245
2019,0,17.58,7.42,970,1,60,19245
2019,0,17.58,7.42,1050,1,60,19245
2019,0,17.58,7.42,1050,1,60,19245
2019,0,17.58,7.42,1050,1,60,19245
2019,0,17.58,7.42,1050,1,60,19245
2019,0,17.58,7.42,1050,1,60,19245
2019,0,17.58,7.42,1050,1,60,19245
2019,0,17.58,7.42,1050,1,60,19245
2019,0,17.58,7.42,1050,1,60,19245
2019,0,17.58,7.42,1050,1,60,19245
2019,0,17.58,7.42,1050,1,60,19245
2019,0,17.58,7.42,1050,1,60,19245
2019,0,17.58,7.42,1050,1,60,19245
2018,0,16.5,7.33,1169,1,75,19245
2019,0,19.17,7,1020,1,60,19265
2019,0,19.17,7,1020,1,60,19265
2019,0,19.17,7,1020,1,60,19265
2019,0,19.17,7,1020,1,60,19265
2019,0,16.5,7.33,1169,1,60,19265
2019,0,16.5,7.33,1169,1,60,19265
2019,0,16.5,7.33,1169,1,60,19265
2018,1,17.58,7.42,1010,1,75,19265
2019,0,16,7.08,1175,1,40,19290
2018,0,17,7.75,1106,1,75,19299
2019,0,17.17,6.92,1210,1,60,19300
2019,0,17.17,6.92,1210,1,60,19300
2019,0,17.25,6.92,1210,1,60,19300
2019,0,16.5,7.33,1169,1,60,19365
2019,0,16.5,7.33,1169,1,60,19365
2019,0,16.5,7.33,1169,1,60,19365
2019,0,16.5,7.33,1169,1,60,19365
2019,0,16.5,7.33,1169,1,60,19365
2019,0,16.5,7.33,1169,1,60,19365
2019,0,16.5,7.33,1169,1,60,19365
2019,0,16.5,7.33,1169,1,60,19365
2019,0,16.5,7.33,1169,1,60,19365
2019,0,16.5,7.33,1169,1,60,19365
2019,0,16.5,7.33,1169,1,60,19365
2019,0,20,8.17,1420,1,60,19370
2018,0,16,7.08,1090,1,40,19390
2019,0,17.58,7.42,970,1,60,19415
2019,0,17.58,7.42,1050,1,60,19420
2019,0,20,8.17,1420,1,60,19420
2019,0,20,8.17,1420,1,60,19420
2019,0,16,7.08,1175,1,40,19495
2019,0,17,6.75,865,1,70,19500
2012,1,18.83,8.42,2308,1,150,19500
2019,0,17.58,7.42,970,1,60,19515
2019,0,17.58,7.42,970,1,60,19515
2019,0,17.58,7.42,970,1,60,19515
2019,0,17.58,7.42,970,1,60,19515
2019,0,17.58,7.42,970,1,60,19515
2019,0,17.58,7.42,970,1,60,19515
2019,0,17.58,7.42,970,1,60,19515
2019,0,17.58,7.42,1050,1,60,19520
2019,0,17.58,7.42,1050,1,60,19520
2019,0,17.58,7.42,1050,1,60,19520
2019,0,17.58,7.42,1050,1,60,19520
2019,0,17.58,7.42,1050,1,60,19520
2019,0,17.58,7.42,1050,1,60,19520
2019,0,17.58,7.42,1050,1,60,19520
2019,0,17.58,7.42,1050,1,60,19520
2019,0,17.67,7.67,1075,1,60,19545
2019,0,20,8.17,1495,1,40,19595
2019,0,20,8.17,1495,1,40,19595
2019,0,17.17,6.92,1210,1,60,19600
2019,0,17,6.92,1210,1,60,19630
2019,0,17.4,6.92,1210,1,60,19630
2019,0,16.5,7.33,1194,1,60,19645
2019,0,16.5,7.33,1194,1,60,19645
2019,0,16.5,7.33,1194,1,60,19645
2019,0,17.5,8,890,1,60,19649
2019,0,17.58,7.42,970,1,60,19715
2019,0,17.58,7.42,970,1,60,19715
2019,0,17.58,7.42,970,1,60,19715
2019,0,17.58,7.42,970,1,60,19715
2019,0,17.58,7.42,970,1,60,19715
2019,0,17.58,7.42,970,1,60,19715
2019,0,17.58,7.42,970,1,60,19715
2019,0,17.58,7.42,970,1,60,19715
2019,0,17.58,7.42,1050,1,60,19720
2019,0,17.58,7.42,1050,1,60,19720
2019,0,17.58,7.42,1050,1,60,19720
2019,0,17.58,7.42,1050,1,60,19720
2019,0,17.58,7.42,1050,1,60,19720
2019,0,17.58,7.42,1050,1,60,19720
2019,0,16.5,7.33,1169,1,75,19745
2019,0,16.5,7.33,1169,1,75,19745
2019,0,20,8.17,1495,1,60,19770
2019,0,17.67,7.67,1075,1,60,19795
2019,0,17.16,6.92,895,1,60,19800
2019,0,16.5,7.33,1169,1,60,19810
2019,0,20,8.17,1495,1,60,19820
2019,0,20,8.17,1495,1,60,19820
2019,0,16,7.08,1175,1,40,19890
2019,0,16.17,7.42,1570,1,75,19895
2016,1,18,7.5,1878,1,90,19900
2009,1,18,7.5,2315,1,135,19900
2015,1,18,7.58,2368,1,190,19900
1997,1,20,8.08,2900,1,225,19900
1999,1,26,8.5,6000,1,250,19900
2009,1,22.42,8.5,3850,1,260,19900
1987,1,28,10.5,9500,2,520,19900
1995,1,31,10.67,9750,2,520,19900
1985,1,34,11.92,10100,2,520,19900
2019,0,16,7.08,1175,1,40,19940
2019,0,16,7.08,1175,1,40,19940
2019,0,16,7.08,1175,1,40,19940
2019,0,16,7.08,1175,1,40,19940
2019,0,16,7.08,1175,1,40,19940
2019,0,16,7.08,1175,1,40,19940
2019,0,16,7.08,1175,1,40,19940
2019,0,16,7.08,1175,1,40,19940
2019,0,16,7.08,1175,1,40,19940
2019,0,16,7.08,1175,1,40,19940
2019,0,16.5,7.33,1194,1,60,19945
2019,0,16.5,7.33,1194,1,60,19945
2019,0,3,1,527,1,300,19955
2019,0,17.58,7.42,970,1,60,19960
2017,0,16.17,7.17,1332,1,60,19973
2016,0,18,7,1100,1,50,19995
2020,0,17.58,7.42,1050,1,60,19995
2017,0,16.4,6.67,868,1,70,19995
2016,1,18.42,7.83,2585,1,135,19995
2006,1,21,8,3150,1,220,19995
2005,1,22,8.5,4370,1,260,19995
1999,1,24,8.5,4700,1,300,19997
1999,1,30,10.33,9500,2,500,19997
2019,0,11.9,6,487,1,30,19999
2010,1,20,7.5,2828,1,190,19999
2018,0,17.08,8.17,840,1,65,20000
2019,0,16.17,7.42,1570,1,75,20000
2018,0,17.58,7.42,1009,1,75,20120
2019,0,16.5,7.33,1169,1,75,20145
2019,0,16.5,7.33,1169,1,75,20145
2019,0,16.5,7.33,1169,1,75,20145
2019,0,17.58,7.42,970,1,60,20160
2019,0,17.58,7.42,1050,1,60,20165
2019,0,17.58,7.42,1050,1,60,20165
2019,0,17.58,7.42,1050,1,60,20165
2019,0,20,8.17,1420,1,60,20170
2019,0,16,7.08,1175,1,40,20190
2019,0,20,8.17,1420,1,60,20220
2019,0,20,8.17,1420,1,60,20220
2019,0,16,7.08,1175,1,40,20230
2019,0,16,7.08,1175,1,40,20240
2019,0,16,7.08,1175,1,40,20240
2019,0,16,7.08,1175,1,40,20240
2019,0,16,7.08,1175,1,40,20240
2019,0,16,7.08,1175,1,40,20240
2019,0,16,7.08,1175,1,40,20240
2019,0,16,7.08,1175,1,40,20240
2019,0,16,7.08,1175,1,40,20240
2019,0,16.5,7.33,1194,1,60,20245
2019,0,16.5,7.33,1169,1,75,20245
2019,0,16.5,7.33,1169,1,75,20245
2019,0,16.5,7.33,1169,1,75,20245
2019,0,16.5,7.33,1169,1,75,20245
2019,0,16.5,7.33,1169,1,75,20245
2019,0,16.5,7.33,1169,1,75,20245
2019,0,16.5,7.33,1169,1,75,20245
2019,0,16.5,7.33,1169,1,75,20245
2019,0,16.5,7.33,1169,1,75,20245
2019,0,16.5,7.33,1169,1,75,20245
2019,0,16.5,7.33,1169,1,75,20245
2019,0,16.5,7.33,1169,1,75,20245
2019,0,16.5,7.33,1169,1,75,20245
2018,0,16,7.33,1194,1,75,20245
2019,0,16,7.08,1175,1,40,20280
2018,0,19.5,7,1440,1,40,20290
2019,0,17.58,7.42,1050,1,75,20345
2019,0,15.75,7.08,1600,1,150,20357
2019,0,16.5,7.33,1194,1,60,20395
2019,0,16.5,7.33,1194,1,60,20395
2019,0,16.5,7.33,1194,1,60,20395
2019,0,16.5,7.33,1194,1,60,20395
2019,0,16.5,7.33,1194,1,60,20395
2019,0,17.58,7.42,1050,1,75,20445
2019,0,17.17,6.92,1210,1,75,20445
2019,0,20,8.17,1420,1,40,20465
2019,0,19.17,7,1020,1,90,20465
2019,0,17.17,6.75,865,1,75,20500
2018,0,17.5,7.42,1009,1,75,20500
2019,0,20,8.17,1420,1,40,20515
2017,0,20,8.5,1495,1,60,20515
2019,0,17.58,7.42,970,1,75,20545
2019,0,17.58,7.42,970,1,75,20545
2019,0,17.58,7.42,970,1,75,20545
2019,0,17.58,7.42,970,1,75,20545
2019,0,17.58,7.42,970,1,75,20545
2019,0,17.58,7.42,1050,1,75,20545
2019,0,17.58,7.42,1050,1,75,20545
2019,0,20,8.17,1495,1,60,20595
2019,0,20,8.17,1495,1,60,20595
2019,0,20,8.17,1495,1,60,20595
2019,0,17.17,6.92,1210,1,75,20600
2019,0,17.17,6.92,1210,1,75,20600
2019,0,17.17,6.92,1210,1,75,20600
2019,0,20,8.17,1420,1,75,20620
2019,0,17.58,7.42,970,1,75,20645
2019,0,17.58,7.42,970,1,75,20645
2019,0,17.58,7.42,970,1,75,20645
2019,0,17.58,7.42,1050,1,75,20645
2019,0,17.58,7.42,1050,1,75,20645
2019,0,17.58,7.42,1050,1,75,20645
2019,0,17.58,7.42,1050,1,75,20645
2019,0,16.5,7.33,1169,1,75,20690
2016,0,18,8.5,1495,1,60,20710
2019,0,17.58,7.42,1050,1,75,20745
2019,0,17.17,6.92,1210,1,75,20755
2019,0,17.17,6.92,1210,1,75,20755
2019,0,17.17,6.92,1210,1,75,20755
2019,0,16.33,6.83,895,1,50,20771
2018,0,19.5,7,1440,1,60,20840
2019,0,17.58,7.42,970,1,75,20845
2019,0,17.58,7.42,970,1,75,20845
2019,0,17.58,7.42,970,1,75,20845
2019,0,17.58,7.42,970,1,75,20845
2019,0,17.58,7.42,970,1,75,20845
2019,0,17.58,7.42,970,1,75,20845
2019,0,17.58,7.42,970,1,75,20845
2019,0,17.58,7.42,970,1,75,20845
2019,0,17.58,7.42,970,1,75,20845
2019,0,17.58,7.42,970,1,75,20845
2019,0,17.58,7.42,1050,1,75,20845
2019,0,17.58,7.42,1050,1,75,20845
2019,0,17.58,7.42,1050,1,75,20845
2019,0,17.58,7.42,1050,1,75,20845
2019,0,17.58,7.42,1050,1,75,20845
2019,0,17.58,7.42,1050,1,75,20845
2019,0,17.58,7.42,1050,1,75,20845
2019,0,17.58,7.42,1050,1,75,20845
2019,0,19.17,7,1020,1,90,20865
2019,0,20,8.17,1495,1,40,20915
2019,0,17.17,6.92,1210,1,75,20955
2019,0,16.5,7.33,1169,1,75,20965
2019,0,16.5,7.33,1169,1,75,20965
2019,0,16.5,7.33,1169,1,75,20965
2019,0,16.5,7.33,1169,1,75,20965
2019,0,16.5,7.33,1169,1,75,20965
2019,0,16.5,7.33,1169,1,75,20965
2019,0,16.5,7.33,1169,1,75,20965
2019,0,16.5,7.33,1169,1,75,20965
2019,0,16.5,7.33,1169,1,75,20965
2019,0,16.5,7.33,1169,1,75,20965
2019,0,16.5,7.33,1169,1,75,20965
2019,0,19.17,7,1020,1,90,20965
2019,0,19.17,7,1020,1,90,20965
2019,0,19.17,7,1020,1,90,20965
2019,0,19.17,7,1020,1,90,20965
2019,0,19.17,7,1020,1,90,20965
2019,0,19.17,7,1020,1,90,20965
2019,0,19.17,7,1020,1,90,20965
2019,0,19.17,7,1020,1,90,20965
2019,0,19.17,7,1020,1,90,20965
2019,0,19.17,7,1020,1,90,20965
2019,0,19.17,7,1020,1,90,20965
2019,0,19.17,7,1020,1,90,20965
2019,0,19.17,7,1020,1,90,20965
2019,0,19.17,7,1020,1,90,20965
2019,0,19.17,7,1020,1,90,20965
2019,0,19.17,7,1020,1,90,20965
2019,0,19.17,7,1020,1,90,20965
2019,0,19.17,7,1020,1,90,20965
2019,0,19.17,7,1020,1,90,20965
2019,0,19.17,7,1020,1,90,20965
2019,0,19.17,7,1020,1,90,20965
2019,0,19.17,7,1020,1,90,20965
2019,0,20,8.17,1495,1,75,20970
2019,0,16,7.08,1175,1,40,20975
2019,0,16,7.08,1175,1,40,20975
2019,0,16,7.08,1175,1,40,20975
2019,0,16,7.08,1175,1,40,20975
2019,0,16.5,7.33,1194,1,60,20975
2018,0,18.42,7.75,1126,1,115,20995
2007,1,19.67,8.33,3070,1,270,20995
2017,0,19.5,7,1440,1,75,20996
2002,1,23,8.5,4510,1,300,21000
1998,1,24,8,4500,1,380,21000
2019,0,17.58,7.42,1050,1,75,21020
2019,0,20,8.17,1495,1,75,21020
2019,0,17.58,7.42,1009,1,60,21045
2019,0,17.17,6.92,1210,1,75,21045
2019,0,17.17,6.92,1210,1,75,21055
2019,0,17.58,7.42,1050,1,75,21090
2019,0,17.58,7.42,970,1,75,21115
2020,0,16,7.08,1175,1,40,21120
2019,0,17.58,7.42,1050,1,75,21120
2019,0,17.58,7.42,1050,1,75,21120
2019,0,17.58,7.42,1050,1,75,21125
2019,0,20,8.17,1420,1,60,21155
2019,0,17.17,6.92,1210,1,75,21200
2019,0,17.17,6.92,1210,1,75,21210
2019,0,17.58,7.42,1050,1,75,21220
2019,0,17.58,7.42,1050,1,75,21220
2019,0,16.5,7.33,1194,1,75,21245
2020,0,16.42,7.5,1250,1,75,21255
2019,0,19.17,7,1020,1,60,21265
2019,0,17.17,6.92,1210,1,75,21270
2019,0,16,7.08,1175,1,40,21275
2019,0,16,7.08,1175,1,40,21275
2018,0,19.5,7,1440,1,60,21290
2019,0,17.58,7.42,1050,1,75,21290
2019,0,17.58,7.42,1050,1,75,21290
2019,0,20,8.17,1420,1,40,21315
2019,0,17.58,7.42,970,1,75,21315
2019,0,17.58,7.42,970,1,75,21315
2019,0,17.58,7.42,1050,1,75,21320
2019,0,17.58,7.42,1050,1,75,21320
2019,0,17.58,7.42,1050,1,75,21320
2019,0,18,7,1020,1,90,21365
2019,0,19.17,7,1020,1,90,21365
2019,0,19.17,7,1020,1,90,21365
2019,0,19.17,7,1020,1,90,21365
2019,0,19.17,7,1020,1,90,21365
2019,0,19.17,7,1020,1,90,21365
2019,0,19.17,7,1020,1,90,21365
2019,0,20,8.17,1420,1,75,21370
2019,0,18.17,7.42,2000,1,90,21399
2019,0,16.5,7.33,1169,1,75,21410
2019,0,16.5,7.33,1169,1,75,21410
2019,0,16.5,7.33,1169,1,75,21410
2019,0,19.17,7,1020,1,90,21410
2019,0,19.17,7,1020,1,90,21410
2019,0,19.17,7,1020,1,90,21410
2019,0,19.17,7,1020,1,90,21410
2019,0,19.17,7,1020,1,90,21410
2018,0,20,8.17,1420,1,60,21415
2019,0,17.17,6.92,1210,1,75,21415
2019,0,17.58,7.42,1050,1,75,21420
2019,0,16.5,7.33,1194,1,60,21425
2019,0,16.5,7.33,1194,1,60,21440
2019,0,16.5,7.33,1194,1,75,21445
2019,0,17.58,7.42,970,1,75,21460
2019,0,20,8.17,1420,1,60,21465
2013,1,19,8.5,2250,1,115,21499
2019,0,20,8.17,1420,1,60,21515
2019,0,20,8.17,1420,1,60,21515
2019,0,20,8.17,1420,1,60,21515
2019,0,20,8.17,1420,1,60,21515
2019,0,17.58,7.42,1009,1,60,21525
2019,0,17.58,7.42,1009,1,60,21525
2019,0,16.5,7.33,1194,1,75,21545
2019,0,16.5,7.33,1194,1,75,21545
2019,0,16.5,7.33,1194,1,75,21545
2019,0,17.58,7.42,970,1,75,21560
2019,0,17.58,7.42,970,1,75,21560
2019,0,17.58,7.42,970,1,75,21560
2019,0,17.58,7.42,1050,1,75,21565
2019,0,20,8.17,1495,1,40,21640
2019,0,17.58,7.42,1050,1,75,21640
2019,0,17.17,6.92,1210,1,75,21655
2019,0,19.17,7,1020,1,90,21710
2017,0,21.92,8.5,1695,1,60,21715
2018,0,19.5,7,1440,1,60,21735
2019,0,20,8.17,1495,1,75,21745
2019,0,17.58,7.42,970,1,75,21760
2019,0,17.58,7.42,1050,1,75,21765
2019,0,19.17,7,1020,1,90,21810
2019,0,19.17,7,1020,1,90,21810
2019,0,20,8.17,1420,1,60,21815
2019,0,20,8.17,1420,1,60,21815
2019,0,16.5,7.33,1194,1,75,21845
2019,0,16.5,7.33,1194,1,75,21845
2017,0,16.92,8.08,1235,1,90,21870
2014,1,17.67,8.08,1485,1,115,21900
2013,1,18,8.42,3465,1,190,21900
2008,1,20,8.33,3070,1,270,21900
1997,1,26,8.5,5977,1,300,21900
2000,1,28.5,9.83,6878,1,310,21900
1986,1,34,12.5,12500,2,540,21900
2019,0,20,8.17,1495,1,60,21915
2019,0,20,8.17,1495,1,60,21915
2019,0,20,8.17,1495,1,60,21915
2019,0,20,8.17,1495,1,60,21915
2019,0,20,8.17,1495,1,60,21915
2019,0,20,8.17,1495,1,60,21915
2019,0,17.58,7.42,1050,1,75,21940
2020,0,17.58,7.42,1050,1,75,21945
2019,0,16.5,7.33,1194,1,75,21990
2019,0,20,8.17,1495,1,75,21990
2019,0,16.5,7.33,1194,1,75,21995
2019,0,16.5,7.33,1194,1,75,21995
2018,0,18.41,8,1223,1,115,21995
2018,0,18.41,8,1223,1,115,21995
2002,1,22.25,8.17,3620,1,175,21995
2009,1,20.66,7.67,2780,1,220,21995
2019,0,18.17,7.42,2000,1,90,21999
2014,1,12,4,875,1,250,21999
2019,1,17.5,7.17,925,1,60,22000
2019,0,17.08,6.83,840,1,90,22000
2019,0,17.08,6.83,840,1,90,22000
2020,0,17.17,6.92,1210,1,75,22005
2020,0,17.17,6.92,1210,1,75,22005
2019,0,18.58,7.42,1048,1,90,22045
2019,0,18.58,7.42,1048,1,90,22045
2019,0,18.58,7.42,1048,1,90,22045
2020,0,16.42,7.5,1250,1,75,22110
2020,0,19.17,7,1020,1,90,22115
2019,0,16.5,7.33,1194,1,75,22195
2019,0,16.5,7.33,1194,1,75,22195
2019,0,16.5,7.33,1194,1,75,22195
2019,0,16.5,7.33,1194,1,75,22195
2019,0,20,8.17,1495,1,60,22215
2019,0,18.58,7.42,1048,1,90,22245
2019,0,16.5,7.33,1194,1,75,22295
2019,0,16.5,7.33,1194,1,75,22295
2019,0,20,8.17,1420,1,60,22315
2019,0,20,8.17,1420,1,60,22315
2019,0,20,8.17,1420,1,60,22315
2019,0,20,8.17,1420,1,60,22315
2019,0,20,8.17,1420,1,60,22315
2019,0,20,8.17,1420,1,60,22315
2019,0,20,8.17,1420,1,60,22315
2019,0,20,8.17,1420,1,60,22315
2019,0,20,8.17,1420,1,60,22315
2019,0,20,8.17,1420,1,60,22315
2019,0,20,8.17,1420,1,60,22315
2019,0,20,8.17,1420,1,60,22315
2019,0,21.92,8.5,1695,1,60,22320
2019,0,21.92,8.5,1695,1,60,22320
2019,0,20,8.17,1495,1,60,22365
2018,1,21.91,8.5,1695,1,90,22430
2018,0,18.66,7.5,865,1,50,22438
2019,0,17.58,7.42,1009,1,75,22445
2019,0,17.67,7.67,1075,1,75,22495
2019,0,16.5,7.33,1194,1,75,22495
1982,1,35,13,17000,2,500,22499
2013,1,23,8.33,3364,1,300,22500
1988,1,26,9.67,4800,2,500,22500
2019,0,18.58,7.42,1048,1,90,22565
2019,0,16.5,7.33,1194,1,75,22595
2019,0,20,8.17,1420,1,60,22610
2019,0,20,8.17,1420,1,60,22615
2019,0,20,8.17,1495,1,60,22640
2019,0,20,8.17,1495,1,60,22690
2019,0,20,8.17,1495,1,60,22690
2019,0,20,8.17,1495,1,60,22690
2019,0,20,8.17,1495,1,60,22690
2019,0,20,8.17,1495,1,60,22690
2019,0,20,8.17,1495,1,60,22690
2019,0,20,8.17,1495,1,60,22690
2018,0,16.67,8.08,1516,1,90,22690
2019,0,16.5,7.33,1194,1,75,22740
2019,0,18.58,7.42,1048,1,90,22765
2019,0,17.67,7.67,1080,1,75,22795
2019,0,19.5,7,1440,1,40,22840
2019,0,20,8.17,1420,1,75,22865
2014,0,18,7.83,1400,1,115,22880
2016,1,16.5,7,850,1,60,22900
2019,0,20,7.75,1436,1,115,22900
2005,1,26,8.5,5986,1,260,22900
2001,1,26,8.5,4900,1,280,22900
2019,0,20,8.17,1495,1,25,22940
2011,1,18.67,7.08,1150,1,150,22980
2019,0,20,8.17,1495,1,60,22990
2019,0,20,8.17,1495,1,60,22990
2006,1,27,8.5,5986,1,260,22995
2019,0,17.08,6.83,840,1,90,23000
2019,0,18,7.17,860,1,90,23000
2019,0,20,8.17,1420,1,75,23015
2019,0,18.58,7.42,1048,1,115,23045
2019,0,18.58,7.42,1048,1,115,23045
2019,0,17.58,7.42,1009,1,75,23090
2019,0,20,8.17,1495,1,75,23115
2019,0,20,8.17,1495,1,75,23115
2019,0,17.17,6.92,1210,1,75,23220
2019,0,20,8.17,1495,1,75,23240
2019,0,20,8.17,1495,1,75,23240
2019,0,18.58,7.42,1048,1,115,23245
2019,0,18.58,7.42,1048,1,115,23245
2019,0,20,8.17,1420,1,60,23250
2019,0,18.58,7.42,1048,1,115,23255
2019,0,18.58,7.42,1048,1,115,23255
2019,0,18.58,7.42,1048,1,115,23255
2019,0,20,8.17,1495,1,75,23265
2018,0,17.58,8.08,1500,1,115,23270
2019,0,21.92,8.5,1700,1,60,23280
2019,0,21.92,8.5,1700,1,60,23280
2019,0,21.92,8.5,1700,1,60,23280
2018,0,19.5,7,1440,1,90,23290
2019,0,21.92,8.5,1695,1,60,23325
2019,0,20,8.17,1495,1,75,23415
2011,1,21.33,7.75,2100,1,200,23450
2019,0,18.58,7.42,1048,1,115,23455
2019,0,18.58,7.42,1048,1,115,23455
2019,0,20,8.17,1420,1,75,23465
2019,0,20,8.17,1420,1,75,23465
2019,0,18.58,7.42,1048,1,115,23465
2019,0,16.5,7.33,1194,1,75,23470
2019,0,17.83,7.67,1080,1,90,23495
2019,0,18.08,6.67,870,1,90,23499
2019,0,17.83,7.5,1080,1,70,23500
2019,0,17.83,7.67,1080,1,90,23500
2019,0,17.83,7.67,1080,1,90,23500
2019,0,17.83,7.67,1080,1,90,23500
2019,0,17.83,7.67,1080,1,90,23500
2019,0,17.83,7.67,1080,1,90,23500
